municipio,trimestre,Nivel de Instrução,quantidade de escolaridade
Porto Alegre (RS),3º trimestre 2012,Ensino superior incompleto ou equivalente,122.0
Porto Alegre (RS),3º trimestre 2012,Ensino superior completo ou equivalente,282.0
Porto Alegre (RS),3º trimestre 2012,Não determinado,0.0
Porto Alegre (RS),4º trimestre 2012,Sem instrução e menos de 1 ano de estudo,20.0
Porto Alegre (RS),4º trimestre 2012,Ensino fundamental incompleto ou equivalente,262.0
Porto Alegre (RS),4º trimestre 2012,Ensino fundamental completo ou equivalente,135.0
Porto Alegre (RS),4º trimestre 2012,Ensino médio incompleto ou equivalente,79.0
Porto Alegre (RS),4º trimestre 2012,Ensino médio completo ou equivalente,288.0
Porto Alegre (RS),4º trimestre 2012,Ensino superior incompleto ou equivalente,127.0
Porto Alegre (RS),4º trimestre 2012,Ensino superior completo ou equivalente,287.0
Porto Alegre (RS),4º trimestre 2012,Não determinado,0.0
Porto Alegre (RS),1º trimestre 2013,Sem instrução e menos de 1 ano de estudo,17.0
Porto Alegre (RS),1º trimestre 2013,Ensino fundamental incompleto ou equivalente,247.0
Porto Alegre (RS),1º trimestre 2013,Ensino fundamental completo ou equivalente,127.0
Porto Alegre (RS),1º trimestre 2013,Ensino médio incompleto ou equivalente,68.0
Porto Alegre (RS),1º trimestre 2013,Ensino médio completo ou equivalente,322.0
Porto Alegre (RS),1º trimestre 2013,Ensino superior incompleto ou equivalente,134.0
Porto Alegre (RS),1º trimestre 2013,Ensino superior completo ou equivalente,297.0
Porto Alegre (RS),1º trimestre 2013,Não determinado,0.0
Porto Alegre (RS),2º trimestre 2013,Sem instrução e menos de 1 ano de estudo,17.0
Porto Alegre (RS),2º trimestre 2013,Ensino fundamental incompleto ou equivalente,263.0
Porto Alegre (RS),2º trimestre 2013,Ensino fundamental completo ou equivalente,127.0
Porto Alegre (RS),2º trimestre 2013,Ensino médio incompleto ou equivalente,71.0
Porto Alegre (RS),2º trimestre 2013,Ensino médio completo ou equivalente,305.0
Porto Alegre (RS),2º trimestre 2013,Ensino superior incompleto ou equivalente,135.0
Porto Alegre (RS),2º trimestre 2013,Ensino superior completo ou equivalente,299.0
Porto Alegre (RS),2º trimestre 2013,Não determinado,0.0
Porto Alegre (RS),3º trimestre 2013,Sem instrução e menos de 1 ano de estudo,19.0
Porto Alegre (RS),3º trimestre 2013,Ensino fundamental incompleto ou equivalente,244.0
Porto Alegre (RS),3º trimestre 2013,Ensino fundamental completo ou equivalente,120.0
Porto Alegre (RS),3º trimestre 2013,Ensino médio incompleto ou equivalente,85.0
Porto Alegre (RS),3º trimestre 2013,Ensino médio completo ou equivalente,311.0
Porto Alegre (RS),3º trimestre 2013,Ensino superior incompleto ou equivalente,118.0
Porto Alegre (RS),3º trimestre 2013,Ensino superior completo ou equivalente,312.0
Porto Alegre (RS),3º trimestre 2013,Não determinado,0.0
Porto Alegre (RS),4º trimestre 2013,Sem instrução e menos de 1 ano de estudo,18.0
Porto Alegre (RS),4º trimestre 2013,Ensino fundamental incompleto ou equivalente,258.0
Porto Alegre (RS),4º trimestre 2013,Ensino fundamental completo ou equivalente,126.0
Porto Alegre (RS),4º trimestre 2013,Ensino médio incompleto ou equivalente,75.0
Porto Alegre (RS),4º trimestre 2013,Ensino médio completo ou equivalente,328.0
Porto Alegre (RS),4º trimestre 2013,Ensino superior incompleto ou equivalente,106.0
Porto Alegre (RS),4º trimestre 2013,Ensino superior completo ou equivalente,303.0
Porto Alegre (RS),4º trimestre 2013,Não determinado,0.0
Porto Alegre (RS),1º trimestre 2014,Sem instrução e menos de 1 ano de estudo,19.0
Porto Alegre (RS),1º trimestre 2014,Ensino fundamental incompleto ou equivalente,255.0
Porto Alegre (RS),1º trimestre 2014,Ensino fundamental completo ou equivalente,129.0
Porto Alegre (RS),1º trimestre 2014,Ensino médio incompleto ou equivalente,79.0
Porto Alegre (RS),1º trimestre 2014,Ensino médio completo ou equivalente,315.0
Porto Alegre (RS),1º trimestre 2014,Ensino superior incompleto ou equivalente,124.0
Porto Alegre (RS),1º trimestre 2014,Ensino superior completo ou equivalente,295.0
Porto Alegre (RS),1º trimestre 2014,Não determinado,0.0
Porto Alegre (RS),2º trimestre 2014,Sem instrução e menos de 1 ano de estudo,26.0
Porto Alegre (RS),2º trimestre 2014,Ensino fundamental incompleto ou equivalente,273.0
Porto Alegre (RS),2º trimestre 2014,Ensino fundamental completo ou equivalente,124.0
Porto Alegre (RS),2º trimestre 2014,Ensino médio incompleto ou equivalente,84.0
Porto Alegre (RS),2º trimestre 2014,Ensino médio completo ou equivalente,310.0
Porto Alegre (RS),2º trimestre 2014,Ensino superior incompleto ou equivalente,112.0
Porto Alegre (RS),2º trimestre 2014,Ensino superior completo ou equivalente,294.0
Porto Alegre (RS),2º trimestre 2014,Não determinado,0.0
Porto Alegre (RS),3º trimestre 2014,Sem instrução e menos de 1 ano de estudo,21.0
Porto Alegre (RS),3º trimestre 2014,Ensino fundamental incompleto ou equivalente,257.0
Porto Alegre (RS),3º trimestre 2014,Ensino fundamental completo ou equivalente,118.0
Porto Alegre (RS),3º trimestre 2014,Ensino médio incompleto ou equivalente,91.0
Porto Alegre (RS),3º trimestre 2014,Ensino médio completo ou equivalente,327.0
Porto Alegre (RS),3º trimestre 2014,Ensino superior incompleto ou equivalente,123.0
Porto Alegre (RS),3º trimestre 2014,Ensino superior completo ou equivalente,291.0
Porto Alegre (RS),3º trimestre 2014,Não determinado,0.0
Porto Alegre (RS),4º trimestre 2014,Sem instrução e menos de 1 ano de estudo,19.0
Porto Alegre (RS),4º trimestre 2014,Ensino fundamental incompleto ou equivalente,272.0
Porto Alegre (RS),4º trimestre 2014,Ensino fundamental completo ou equivalente,129.0
Porto Alegre (RS),4º trimestre 2014,Ensino médio incompleto ou equivalente,82.0
Porto Alegre (RS),4º trimestre 2014,Ensino médio completo ou equivalente,300.0
Porto Alegre (RS),4º trimestre 2014,Ensino superior incompleto ou equivalente,128.0
Porto Alegre (RS),4º trimestre 2014,Ensino superior completo ou equivalente,289.0
Porto Alegre (RS),4º trimestre 2014,Não determinado,0.0
Porto Alegre (RS),1º trimestre 2015,Sem instrução e menos de 1 ano de estudo,17.0
Porto Alegre (RS),1º trimestre 2015,Ensino fundamental incompleto ou equivalente,243.0
Porto Alegre (RS),1º trimestre 2015,Ensino fundamental completo ou equivalente,111.0
Porto Alegre (RS),1º trimestre 2015,Ensino médio incompleto ou equivalente,85.0
Porto Alegre (RS),1º trimestre 2015,Ensino médio completo ou equivalente,313.0
Porto Alegre (RS),1º trimestre 2015,Ensino superior incompleto ou equivalente,129.0
Porto Alegre (RS),1º trimestre 2015,Ensino superior completo ou equivalente,312.0
Porto Alegre (RS),1º trimestre 2015,Não determinado,0.0
Porto Alegre (RS),2º trimestre 2015,Sem instrução e menos de 1 ano de estudo,16.0
Porto Alegre (RS),2º trimestre 2015,Ensino fundamental incompleto ou equivalente,252.0
Porto Alegre (RS),2º trimestre 2015,Ensino fundamental completo ou equivalente,123.0
Porto Alegre (RS),2º trimestre 2015,Ensino médio incompleto ou equivalente,85.0
Porto Alegre (RS),2º trimestre 2015,Ensino médio completo ou equivalente,309.0
Porto Alegre (RS),2º trimestre 2015,Ensino superior incompleto ou equivalente,128.0
Porto Alegre (RS),2º trimestre 2015,Ensino superior completo ou equivalente,287.0
Porto Alegre (RS),2º trimestre 2015,Não determinado,0.0
Porto Alegre (RS),3º trimestre 2015,Sem instrução e menos de 1 ano de estudo,15.0
Porto Alegre (RS),3º trimestre 2015,Ensino fundamental incompleto ou equivalente,254.0
Porto Alegre (RS),3º trimestre 2015,Ensino fundamental completo ou equivalente,127.0
Porto Alegre (RS),3º trimestre 2015,Ensino médio incompleto ou equivalente,88.0
Porto Alegre (RS),3º trimestre 2015,Ensino médio completo ou equivalente,289.0
Porto Alegre (RS),3º trimestre 2015,Ensino superior incompleto ou equivalente,131.0
Porto Alegre (RS),3º trimestre 2015,Ensino superior completo ou equivalente,289.0
Porto Alegre (RS),3º trimestre 2015,Não determinado,0.0
Porto Alegre (RS),4º trimestre 2015,Sem instrução e menos de 1 ano de estudo,18.0
Porto Alegre (RS),4º trimestre 2015,Ensino fundamental incompleto ou equivalente,255.0
Porto Alegre (RS),4º trimestre 2015,Ensino fundamental completo ou equivalente,123.0
Porto Alegre (RS),4º trimestre 2015,Ensino médio incompleto ou equivalente,78.0
Porto Alegre (RS),4º trimestre 2015,Ensino médio completo ou equivalente,305.0
Porto Alegre (RS),4º trimestre 2015,Ensino superior incompleto ou equivalente,112.0
Porto Alegre (RS),4º trimestre 2015,Ensino superior completo ou equivalente,307.0
Porto Alegre (RS),4º trimestre 2015,Não determinado,0.0
Porto Alegre (RS),1º trimestre 2016,Sem instrução e menos de 1 ano de estudo,20.0
Porto Alegre (RS),1º trimestre 2016,Ensino fundamental incompleto ou equivalente,250.0
Porto Alegre (RS),1º trimestre 2016,Ensino fundamental completo ou equivalente,122.0
Porto Alegre (RS),1º trimestre 2016,Ensino médio incompleto ou equivalente,82.0
Porto Alegre (RS),1º trimestre 2016,Ensino médio completo ou equivalente,326.0
Porto Alegre (RS),1º trimestre 2016,Ensino superior incompleto ou equivalente,111.0
Porto Alegre (RS),1º trimestre 2016,Ensino superior completo ou equivalente,303.0
Porto Alegre (RS),1º trimestre 2016,Não determinado,0.0
Porto Alegre (RS),2º trimestre 2016,Sem instrução e menos de 1 ano de estudo,28.0
Porto Alegre (RS),2º trimestre 2016,Ensino fundamental incompleto ou equivalente,250.0
Porto Alegre (RS),2º trimestre 2016,Ensino fundamental completo ou equivalente,118.0
Porto Alegre (RS),2º trimestre 2016,Ensino médio incompleto ou equivalente,88.0
Porto Alegre (RS),2º trimestre 2016,Ensino médio completo ou equivalente,298.0
Porto Alegre (RS),2º trimestre 2016,Ensino superior incompleto ou equivalente,116.0
Porto Alegre (RS),2º trimestre 2016,Ensino superior completo ou equivalente,326.0
Porto Alegre (RS),2º trimestre 2016,Não determinado,0.0
Porto Alegre (RS),3º trimestre 2016,Sem instrução e menos de 1 ano de estudo,23.0
Porto Alegre (RS),3º trimestre 2016,Ensino fundamental incompleto ou equivalente,252.0
Porto Alegre (RS),3º trimestre 2016,Ensino fundamental completo ou equivalente,108.0
Porto Alegre (RS),3º trimestre 2016,Ensino médio incompleto ou equivalente,93.0
Porto Alegre (RS),3º trimestre 2016,Ensino médio completo ou equivalente,305.0
Porto Alegre (RS),3º trimestre 2016,Ensino superior incompleto ou equivalente,123.0
Porto Alegre (RS),3º trimestre 2016,Ensino superior completo ou equivalente,333.0
Porto Alegre (RS),3º trimestre 2016,Não determinado,0.0
Porto Alegre (RS),4º trimestre 2016,Sem instrução e menos de 1 ano de estudo,21.0
Porto Alegre (RS),4º trimestre 2016,Ensino fundamental incompleto ou equivalente,252.0
Porto Alegre (RS),4º trimestre 2016,Ensino fundamental completo ou equivalente,107.0
Porto Alegre (RS),4º trimestre 2016,Ensino médio incompleto ou equivalente,85.0
Porto Alegre (RS),4º trimestre 2016,Ensino médio completo ou equivalente,315.0
Porto Alegre (RS),4º trimestre 2016,Ensino superior incompleto ou equivalente,116.0
Porto Alegre (RS),4º trimestre 2016,Ensino superior completo ou equivalente,340.0
Porto Alegre (RS),4º trimestre 2016,Não determinado,0.0
Porto Alegre (RS),1º trimestre 2017,Sem instrução e menos de 1 ano de estudo,17.0
Porto Alegre (RS),1º trimestre 2017,Ensino fundamental incompleto ou equivalente,237.0
Porto Alegre (RS),1º trimestre 2017,Ensino fundamental completo ou equivalente,113.0
Porto Alegre (RS),1º trimestre 2017,Ensino médio incompleto ou equivalente,90.0
Porto Alegre (RS),1º trimestre 2017,Ensino médio completo ou equivalente,305.0
Porto Alegre (RS),1º trimestre 2017,Ensino superior incompleto ou equivalente,135.0
Porto Alegre (RS),1º trimestre 2017,Ensino superior completo ou equivalente,327.0
Porto Alegre (RS),1º trimestre 2017,Não determinado,0.0
Porto Alegre (RS),2º trimestre 2017,Sem instrução e menos de 1 ano de estudo,17.0
Porto Alegre (RS),2º trimestre 2017,Ensino fundamental incompleto ou equivalente,242.0
Porto Alegre (RS),2º trimestre 2017,Ensino fundamental completo ou equivalente,106.0
Porto Alegre (RS),2º trimestre 2017,Ensino médio incompleto ou equivalente,80.0
Porto Alegre (RS),2º trimestre 2017,Ensino médio completo ou equivalente,313.0
Porto Alegre (RS),2º trimestre 2017,Ensino superior incompleto ou equivalente,135.0
Porto Alegre (RS),2º trimestre 2017,Ensino superior completo ou equivalente,336.0
Porto Alegre (RS),2º trimestre 2017,Não determinado,0.0
Porto Alegre (RS),3º trimestre 2017,Sem instrução e menos de 1 ano de estudo,13.0
Porto Alegre (RS),3º trimestre 2017,Ensino fundamental incompleto ou equivalente,215.0
Porto Alegre (RS),3º trimestre 2017,Ensino fundamental completo ou equivalente,112.0
Porto Alegre (RS),3º trimestre 2017,Ensino médio incompleto ou equivalente,85.0
Porto Alegre (RS),3º trimestre 2017,Ensino médio completo ou equivalente,306.0
Porto Alegre (RS),3º trimestre 2017,Ensino superior incompleto ou equivalente,132.0
Porto Alegre (RS),3º trimestre 2017,Ensino superior completo ou equivalente,361.0
Porto Alegre (RS),3º trimestre 2017,Não determinado,0.0
Porto Alegre (RS),4º trimestre 2017,Sem instrução e menos de 1 ano de estudo,20.0
Porto Alegre (RS),4º trimestre 2017,Ensino fundamental incompleto ou equivalente,225.0
Porto Alegre (RS),4º trimestre 2017,Ensino fundamental completo ou equivalente,115.0
Porto Alegre (RS),4º trimestre 2017,Ensino médio incompleto ou equivalente,81.0
Porto Alegre (RS),4º trimestre 2017,Ensino médio completo ou equivalente,303.0
Porto Alegre (RS),4º trimestre 2017,Ensino superior incompleto ou equivalente,130.0
Porto Alegre (RS),4º trimestre 2017,Ensino superior completo ou equivalente,355.0
Porto Alegre (RS),4º trimestre 2017,Não determinado,0.0
Porto Alegre (RS),1º trimestre 2018,Sem instrução e menos de 1 ano de estudo,17.0
Porto Alegre (RS),1º trimestre 2018,Ensino fundamental incompleto ou equivalente,219.0
Porto Alegre (RS),1º trimestre 2018,Ensino fundamental completo ou equivalente,113.0
Porto Alegre (RS),1º trimestre 2018,Ensino médio incompleto ou equivalente,87.0
Porto Alegre (RS),1º trimestre 2018,Ensino médio completo ou equivalente,303.0
Porto Alegre (RS),1º trimestre 2018,Ensino superior incompleto ou equivalente,131.0
Porto Alegre (RS),1º trimestre 2018,Ensino superior completo ou equivalente,363.0
Porto Alegre (RS),1º trimestre 2018,Não determinado,0.0
Porto Alegre (RS),2º trimestre 2018,Sem instrução e menos de 1 ano de estudo,13.0
Porto Alegre (RS),2º trimestre 2018,Ensino fundamental incompleto ou equivalente,258.0
Porto Alegre (RS),2º trimestre 2018,Ensino fundamental completo ou equivalente,108.0
Porto Alegre (RS),2º trimestre 2018,Ensino médio incompleto ou equivalente,78.0
Porto Alegre (RS),2º trimestre 2018,Ensino médio completo ou equivalente,292.0
Porto Alegre (RS),2º trimestre 2018,Ensino superior incompleto ou equivalente,140.0
Porto Alegre (RS),2º trimestre 2018,Ensino superior completo ou equivalente,347.0
Porto Alegre (RS),2º trimestre 2018,Não determinado,0.0
Porto Alegre (RS),3º trimestre 2018,Sem instrução e menos de 1 ano de estudo,13.0
Porto Alegre (RS),3º trimestre 2018,Ensino fundamental incompleto ou equivalente,224.0
Porto Alegre (RS),3º trimestre 2018,Ensino fundamental completo ou equivalente,118.0
Porto Alegre (RS),3º trimestre 2018,Ensino médio incompleto ou equivalente,70.0
Porto Alegre (RS),3º trimestre 2018,Ensino médio completo ou equivalente,306.0
Porto Alegre (RS),3º trimestre 2018,Ensino superior incompleto ou equivalente,135.0
Porto Alegre (RS),3º trimestre 2018,Ensino superior completo ou equivalente,356.0
Porto Alegre (RS),3º trimestre 2018,Não determinado,0.0
Porto Alegre (RS),4º trimestre 2018,Sem instrução e menos de 1 ano de estudo,13.0
Porto Alegre (RS),4º trimestre 2018,Ensino fundamental incompleto ou equivalente,224.0
Porto Alegre (RS),4º trimestre 2018,Ensino fundamental completo ou equivalente,118.0
Porto Alegre (RS),4º trimestre 2018,Ensino médio incompleto ou equivalente,77.0
Porto Alegre (RS),4º trimestre 2018,Ensino médio completo ou equivalente,314.0
Porto Alegre (RS),4º trimestre 2018,Ensino superior incompleto ou equivalente,134.0
